,category,total_items_in_category,best_seller_product,total_visits,price,currency,sold,creation_date,country,state,brand,average_product_rating,seller_id
358,"Electrónica, Audio y Video",58,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
359,Hogar y Electrodomésticos,42,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
360,Indumentaria y Accesorios,4,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
361,Inmuebles,6,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
362,Instrumentos Musicales,119,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
363,Joyas y Relojes,4,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
364,Juegos y Juguetes,7,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
365,"Libros, Revistas y Comics",4,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
366,Música y Películas,1,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
367,Servicios,89,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
368,Otras categorías,82,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
369,Accesorios para Vehículos,7930872,Kit Turbo Led H1 H3 H4 H7 H11 H13 9005 9006 880 12000lm/ R11,620647.0,5680.0,CLP,18500.0,03-10-2020,Chile,RM (Metropolitana),BETENSH luces turboled Ampolleta led Auto Headligh turboled Foco neblinero de VEHICULO  Faro delantero,4.2,494294258
370,Agro,7675,100 Arete Cabra Borrego Ganado Enumerado Láser Con Numero,925.0,20890.0,CLP,25.0,12-03-2022,Chile,RM (Metropolitana),Genérica,5.0,1019669474
371,Alimentos y Bebidas,49548,Café Nescafé® Tradición Tarro 400g,101770.0,10049.0,CLP,5000.0,19-06-2020,Chile,RM (Metropolitana),Nescafé,0.0,445649004
372,Animales y Mascotas,447826,100 Pañales Tipo Sabanillas Mascotas Perros 33x45 Cms,36471.0,9490.0,CLP,5000.0,06-12-2020,Chile,RM (Metropolitana),0,3.7,1505006
373,Antigüedades y Colecciones,116003,Argolla Para Llavero 24mm + Unión Con Cadena X 100 Unidades,47141.0,5250.0,CLP,500.0,27-06-2017,Chile,RM (Metropolitana),Minifiestas.cl,4.9,198674338
374,"Arte, Librería y Cordonería",692048,208 Piezas De Arte Para Niños Kit Set De Dibujo Portátil ,17673.0,11790.0,CLP,1000.0,04-03-2022,Chile,RM (Metropolitana),Xtech,4.4,711794822
375,"Autos, Motos y Otros",11986,not found,0.0,0.0,not found,0.0,00-00-0000,Chile,not found,not found,0.0,not found
376,Bebés,353633,Pañal Emubaby Premium Elige Talla Pack X 4 Paquetes,40623.0,13390.0,CLP,2500.0,28-09-2020,Chile,RM (Metropolitana),emubaby,4.8,102033291
377,Belleza y Cuidado Personal,788055,Guantes De Vinilo Caja 100 Unidades Desechable Tallas  M ,148211.0,3270.0,CLP,1755.0,31-03-2021,Chile,RM (Metropolitana),Guantes vinilo descartables,4.5,651964590
378,Cámaras y Accesorios,289445,Papel  Adhesivo Glossy 135 Grs A4 50 Hojas,50507.0,5690.0,CLP,5000.0,30-06-2017,Chile,RM (Metropolitana),Energy,4.8,262460748
379,Celulares y Telefonía,739023,Audífonos in-ear inalámbricos F9-5 negro,0.0,6510.0,CLP,44230.0,05-11-2020,Chile,RM (Metropolitana),Genérica,4.3,733822513
380,Computación,625157,Disco sólido SSD interno Kingston SA400S37/480G 480GB negro,0.0,44365.0,CLP,17491.0,28-05-2021,Chile,Valparaíso,Kingston,4.9,708261480
381,Consolas y Videojuegos,77949,Control joystick inalámbrico Monster games Double shock PS4 negro,0.0,20990.0,CLP,9474.0,02-03-2021,Chile,RM (Metropolitana),Monster games,4.4,538557915
